Name,RoutePath,FilterPath,TargetPath,Hosts,IP Restriction,SubFilters,AuthType,Entitlements,ClientName,vipAddress
cortellisRetrieveDataPreFilterForRSdata,/api/retrieversdata.*,null,/retrieversdata,null,FALSE,null,AUTH,null,CORTELLISRETRIEVEAPI,cortellisretrieveapi.cortellis.produs.${archaius.deployment.environment}
cortellisretrieveapiPreFilter,/api/retrievetestget/.*,null,/retrievetestget,null,FALSE,null,AUTH,null,CORTELLISRETRIEVEAPI,cortellisretrieveapi.cortellis.produs.${archaius.deployment.environment}
reviewerLocatorService,/api/reviewer/.*,null,/reviewer,null,FALSE,null,AUTH,null,REVIEWER,1previewerlocator.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
landingPageAdvSearchFilter,/api/riAdvancedSearch.*,null,/riAdvancedSearch,null,FALSE,null,AUTH,null,CORTELLISCONFIGURATIONAPI,cortellisconfigurationapi.cortellis.produs.${archaius.deployment.environment}
wosAuthorRecommendForWoSRRC,/api/rrc/author/.*,null,/author,null,FALSE,wosRRCSessionServicePROD,NOVALIDATE,null,WOSAUTHORRECOMMEND,wosauthorrecommend.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
wosauthorxformServiceForWoSRRC,/api/rrc/researcher.*,null,/researcher,null,FALSE,wosRRCSessionServicePROD,NOVALIDATE,null,WOSAUTHORXFORMPROD,wosauthorxform.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
sagemakerservice,/api/sagemaker/.*,null,/sagemaker,null,FALSE,null,AUTH,null,SAGEMAKER,sagemakerservice.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
searchV3PreFilter,/api/search/v3.*,/api/search/v3,/,null,FALSE,null,AUTH,null,1PSEARCHV3,1psearchv3.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
searchV4PreFilter,/api/search/v4.*,/api/search/v4,/,null,FALSE,null,AUTH,null,1PSEARCHV4,1psearchv4.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
cortellisSearchDataPreFilter,/api/searchdata.*,null,/searchdata,null,FALSE,null,AUTH,null,CORTELLISSEARCHAPI,cortellissearchapi.cortellis.produs.${archaius.deployment.environment}
sessionService,/api/session.*,null,/session,null,FALSE,null,NOVALIDATE,null,AUTH,1pauth.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
spmasterservicesService,/api/spmaster.*,null,/spmaster,null,FALSE,null,NOAUTH,null,SPMASTER,spmasterservices.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
ssoPreFilter,/api/sso.*,null,/sso,null,FALSE,null,NOVALIDATE,null,AUTH,1pauth.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
ssoUrlAuthPreFilter,/api/sso/url.*,null,/sso/url,null,FALSE,null,AUTH,null,AUTH,1pauth.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
statisticsService,/api/statistics.*,null,/statistics,null,FALSE,null,AUTH,null,AUTHORING,1pauthoring.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
suggestPreFilter,/api/suggest.*,null,/suggest,null,FALSE,null,NOAUTH,null,SUGGEST,1ptypeahead.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
supportService,/api/support.*,null,/support,null,FALSE,null,NOAUTH,null,SUPPORT,1psupport.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
zuultest,/api/test/.*,null,/test,null,FALSE,null,NOAUTH,null,ZUULTESTSERVICE,zuultestservice.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
cortellissearchapiPreFilter,/api/testget/.*,null,/testget,null,FALSE,null,AUTH,null,CORTELLISSEARCHAPI,cortellissearchapi.cortellis.produs.${archaius.deployment.environment}
cortellisontologyapiPreFilter,/api/testgetontology.*,null,/testgetontology,null,FALSE,null,AUTH,null,CORTELLISONTOLOGYAPI,cortellisontologyapi.cortellis.produs.${archaius.deployment.environment}
userProfileBatchService,/api/users/list.*,null,/users/list,null,FALSE,null,NOAUTH,null,PROFILE,1pprofile.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
sprefsPrefilter,/api/users/sprefs.*,null,/users/sprefs,null,FALSE,null,null,null,AUTH,1pauth.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
userProfileService,/api/users/user.*,null,/users/user,null,FALSE,null,AUTH,null,PROFILE,1pprofile.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
captchaAuthPreFilter,/api/util/text.*,null,/util/text,null,FALSE,null,null,null,AUTH,1pauth.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
userProfilev2Service,/api/v2users.*,/api/v2users,/users,null,FALSE,CORSHeadersFilter,AUTH,null,PROFILEV2,1pprofile.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
userProfilev2NoAuthService,/api/v2users/.*/media/image||/api/v2users/user/[a-fA-F0-9-]+$,/api/v2users,/users,null,FALSE,CORSHeadersFilter,NOVALIDATE,null,PROFILEV2,1pprofile.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
wosNxAlerting,/api/wos/alerting.*,null,/alerting,null,FALSE,wosNxSessionServiceProd,NOVALIDATE,null,WOSNXALERTING,wosnxalerting.wos.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
wosNxAlertingCuration,/api/wos/curation.*,null,/curation,null,FALSE,null,NOVALIDATE,null,WOSNXALERTING,wosnxalerting.wos.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
wosNxMjl,/api/wos/mjl.*,null,/mjl,null,FALSE,wosNxSessionServiceProd,NOVALIDATE,null,WOSNXALERTING,wosnxalerting.wos.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
wosldPreFilter,/api/wosdashboard.*,null,/wosdashboard,null,FALSE,null,AUTH,null,wosldClient,wosldservice.wos.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
wppDataServicePreFilter,/api/wpp/.*,/api/wpp,/,null,FALSE,null,AUTH,null,WPP_DATA_SERVICE,publisherportaldataservice.scholarone.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
zuulStatsPreFilter,/api/zuulStats.*,null,/zuulStats,null,FALSE,null,null,null,null,null
watFrontendPreFilter,/author.*,/author,/,null,FALSE,null,NOVALIDATE,null,WAT_FRONTEND,watfrontend.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
cdxPreFilter,/cdx.*,/cdx,/,null,FALSE,null,NOVALIDATE,null,CDX_SEED,cdxseed.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
censubuiPreFilter,/censub.*,/censub,/,null,FALSE,null,NOVALIDATE,null,CENSUB_FRONTEND,censubui.scholarone.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
cmcguiPreFilter,/cmc||/cmc/.*,/cmc,/,null,FALSE,null,NOVALIDATE,null,CMC_GUI,cmcgui.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
communityPreFilter,/cmty.*,/cmty,/,null,FALSE,null,NOVALIDATE,null,1P_FRONTEND,1pfrontend.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
urlRedirectionPreFilter,/cmty.*,/cmty.*,/,dev-stable.1p.thomsonreuters.com||projectne.thomsonreuters.com,FALSE,null,NOVALIDATE,null,1P_APP_BROKER,1pappbroker.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
cortellisAlertFilter,/cortellis/alert/||/cortellis/alert/.*,/cortellis/alert/,/,null,FALSE,null,NOVALIDATE,null,CORTELLISALERTAPP,cortellisalertapp.cortellis.produs.${archaius.deployment.environment}
cortellisExportFilter,/cortellis/export/||/cortellis/export/.*,/cortellis/export/,/,null,FALSE,null,NOVALIDATE,null,CORTELLISEXPORTAPP,cortellisexportapp.cortellis.produs.${archaius.deployment.environment}
cortellisDealsLandingComponentFilter,/cortellis/landing/deals||/cortellis/landing/deals/.*,/cortellis/landing/deals,/,null,FALSE,null,NOVALIDATE,null,CORTELLIS_DEALS_LANDING_COMPONENT,cortellisDealslandingcomponent.cortellis.produs.${archaius.deployment.environment}
cortellisLandingAppFilter,/cortellis/landing/ri||/cortellis/landing/ri/.*,/cortellis/landing/ri,/,null,FALSE,null,NOVALIDATE,null,CORTELLIS_LANDING_APP,cortellislandingapp.cortellis.produs.${archaius.deployment.environment}
cortellisReportAppFilter,/cortellis/report/||/cortellis/report/.*,/cortellis/report/,/,null,FALSE,null,NOVALIDATE,null,CORTELLISREPORTAPP,cortellisreportapp.cortellis.produs.${archaius.deployment.environment}
cortellisResultsAppFilter,/cortellis/results/||/cortellis/results/.*,/cortellis/results/,/,null,FALSE,null,NOVALIDATE,null,CORTELLISRESULTSAPP,cortellisresultsapp.cortellis.produs.${archaius.deployment.environment}
cortellisResultsFilter,/cortellis/resultscomp/||/cortellis/resultscomp/.*,/cortellis/resultscomp/,/,null,FALSE,null,NOVALIDATE,null,CORTELLISRESULTSCOMPONENT,cortellisresultscomponent.cortellis.produs.${archaius.deployment.environment}
draddFrontendPreFilter,/dra-dd.*,/dra-dd,/,null,FALSE,null,NOVALIDATE,null,DRADD_FRONTEND,draddgui.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
draTdGuiPreFilter,/dra-td.*,/dra-td,/,null,FALSE,null,NOVALIDATE,null,DRA_TD_GUI,dratdgui.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
draiopFrontendPreFilter,/dra||/dra/.*,/dra,/,null,FALSE,null,NOVALIDATE,null,DRAIOP_FRONTEND,draiopgui.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
cddiGuiPreFilter,/drugdiscovery.*,/drugdiscovery,/,null,FALSE,null,NOVALIDATE,null,CDDI_GUI,igrgui.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
cddiGuiFb1PreFilter,/drugdiscovery.*,/drugdiscovery.*,/,apps.dev-snapshot-fb1.clarivate.com,FALSE,null,NOVALIDATE,null,CDDI_GUI_FB1,igrGuiFb1.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
cgiGuiPreFilter,/generics.*,/,/,null,FALSE,null,NOVALIDATE,null,CGI_FRONTEND,npcfgui.newport.produs.${archaius.deployment.environment}
iipFrontendPreFilter,/iip.*,/iip,/,null,FALSE,null,NOVALIDATE,null,IIP_FRONTEND,iipfrontend.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
cortellisLandingComponentFilter,/intelligence/landing||/intelligence/landing/.*,/intelligence/landing,/,null,FALSE,null,NOVALIDATE,null,CORTELLIS_LANDING_COMPONENT,cortellislandingcomponent.cortellis.produs.${archaius.deployment.environment}
cortellisReportFilter,/intelligence/site-report/||/intelligence/site-report/.*,/intelligence/site-report/,/,null,FALSE,null,NOVALIDATE,null,CORTELLISREPORTCOMPONENT,cortellisreportcomponent.cortellis.produs.${archaius.deployment.environment}
cortellisFrontendFilter,/intelligence/suite||/intelligence/suite/.*,/intelligence/suite,/,null,FALSE,null,NOVALIDATE,null,CORTELLISFRONTEND,cortellisfrontend.cortellis.produs.${archaius.deployment.environment}
ipaFrontendV2PreFilter,/ipa.*,/ipa,/ipa,null,FALSE,null,NOVALIDATE,null,IPA_FRONTEND_V2,ipafrontend.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
iplabPreFilter,/iplab.*,/iplab,/,null,FALSE,null,NOVALIDATE,null,IPLAB,iplab.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
wosJcrJifFrontendPreFilter,/jif.*,/jif,/jif,null,FALSE,null,NOVALIDATE,null,WOSJCRJIF_FRONTEND,wosjcrjiffrontend.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
kpaGuiPreFilter,/kpa.*,/kpa,/kpa,null,FALSE,null,NOVALIDATE,null,KPA_FRONTEND,kpagui.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
linksentPreFilter,/linksent.*,/linksent,/,null,TRUE,null,NOVALIDATE,null,LINKSENT_FRONTEND,1plinksentitlementsui.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
draMarketinguiPreFilter,/marketing/dratd||/marketing/dratd/.*||/ui/dratd/marketing||/ui/dratd/marketing/.*,/,/,null,FALSE,null,NOVALIDATE,null,DRA_MARKETINGUI,dratdmarketingui.dra.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
igrMarketinguiPreFilter,/marketing/drugdiscovery||/marketing/drugdiscovery/.*||/ui/drugdiscovery/marketing||/ui/drugdiscovery/marketing/.*,/,/,null,FALSE,null,NOVALIDATE,null,CDDI_MARKETINGUI,cddimarketingui.integrity.produs.${archaius.deployment.environment}
cgiMarketinguiPreFilter,/marketing/generics||/marketing/generics/.*||/ui/generics/marketing||/ui/generics/marketing/.*,/,/,null,FALSE,null,NOVALIDATE,null,CGI_MARKETINGUI,npmarketingui.newport.produs.${archaius.deployment.environment}
mjlbetauiPreFilter,/mjl-beta.*,/mjl-beta,/,null,FALSE,null,NOVALIDATE,null,CENSUB_FRONTEND,censubui.scholarone.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
psaPreFilter,/psa.*,/psa,/,null,FALSE,null,NOVALIDATE,null,1P_ADMIN_UI,1padminui.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
pubportaluiPreFilter,/publisherportal.*,/publisherportal,/,null,FALSE,null,NOVALIDATE,null,WPP_UI,wppui.scholarone.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
rrcCurationFrontendProd,/rrcc.*,/rrcc,/,null,FALSE,null,NOVALIDATE,null,RRCFRONTEND,rrcfrontend.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
cortellissvgextractorcomponentPreFilter,/svg-extractor.*,/svg-extractor,/,null,FALSE,null,NOVALIDATE,null,CORTELLISSVGEXTRACTORCOMPONENT,cortellissvgextractorcomponent.cortellis.${archaius.deployment.environment}
wosldFrontEndPreFilter,/wosdashboard.*,/wosdashboard,/,null,FALSE,null,NOVALIDATE,null,WOSLD_FRONTEND,wosldui.wos.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
wosrlPrefilter,/wosrl.*,/,/,null,FALSE,null,null,null,WOSRL_CDX,null
wppuiPreFilter,/wpp.*,/wpp,/,null,FALSE,null,NOVALIDATE,null,WPP_UI,wppui.scholarone.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
wosNxSessionServiceProd,null,null,null,null,FALSE,null,null,null,null,null
wosRRCSessionServicePROD,null,null,null,null,FALSE,null,null,null,null,null
AuthRouterFilter,null,null,null,null,FALSE,null,null,null,null,null
profileLookupPreFilter,null,null,/profile/lookup,null,FALSE,CORSHeadersFilter,AUTH,null,PROFILES,1pprofiles.${archaius.deployment.stack}.${archaius.deployment.subenvironment}.${archaius.deployment.environment}
RequestHeaderAndParameterSanitizationFilter,null,null,null,null,FALSE,null,null,null,null,null
jifSessionService,null,null,null,null,FALSE,null,null,null,null,null
inCitesSessionService,null,null,null,null,FALSE,null,null,null,null,null
RIBBON_SERVICE,null,null,null,null,FALSE,null,null,null,null,null
RIBBON_COMMAND,null,null,null,null,FALSE,null,null,null,null,null
ZUUL_INTERNAL,null,null,null,null,FALSE,null,null,null,null,null
ResponseHeaders,null,null,null,null,FALSE,null,null,null,null,null
CORSHeadersFilter,null,null,null,null,FALSE,null,null,null,null,null
